account_clean,classification,trades,unique_accounts,unique_symbols,total_pnl,avg_pnl,median_pnl,win_rate,total_volume_usd,avg_size_usd,avg_leverage,total_fee
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Greed,4211,1,2,49180.714882,11.679105885062931,0.0,41.8665400142484,6889828.6,1636.15022559962,,481.711535
0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,5602,1,87,46257.358187,8.2572935,0.0,30.739021777936454,3688147.16,658.3625776508391,,1182.5227054
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Fear,141,1,3,45883.628955,325.41580819148936,0.6093,56.02836879432624,611688.99,4338.219787234042,,64.694297857
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Fear,9274,1,12,40314.808014,4.347078716195816,0.0,32.003450506793186,10738173.13,1157.8793541082598,,1635.555628
0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,1804,1,22,39978.37791,22.16096336474501,0.0,32.427937915742795,2483772.71,1376.8141407982262,,810.39821607
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1016,1,19,37526.331877,36.935366020669285,4.5305,82.08661417322834,2089293.61,2056.391348425197,,292.90635568
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Greed,161,1,17,36993.371011,229.77249075155282,0.0,45.3416149068323,449585.39999999997,2792.455900621118,,24.25232652
0x39cef799f8b69da1995852eea189df24eb5cae3c,Greed,144,1,6,34983.381862,242.94015181944445,1.546349,52.77777777777778,655891.22,4554.800138888889,,139.65668575
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Fear,4629,1,40,32683.214094,7.060534476992871,0.0,36.55217109526895,2508697.11,541.9522812702527,,594.3893584661
0x271b280974205ca63b716753467d5a371de622ab,Fear,1136,1,3,29970.928216,26.382859345070422,0.0,43.04577464788733,12310719.5,10836.90096830986,,3644.197056
0xb899e522b5715391ae1d4f137653e7906c5e2115,Fear,4838,1,7,22488.500821,4.648305254443986,0.0,43.861099627945435,108877041.1,22504.555828854896,,28643.173715
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Fear,525,1,4,21703.816512999998,41.34060288190476,0.0,32.38095238095238,4431556.89,8441.060742857142,,538.0863564464
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Greed,190,1,2,20925.513222,110.13428011578948,7.1449155,55.26315789473685,643594.44,3387.3391578947367,,201.36228461
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Greed,320,1,2,20607.446093000002,64.39826904062501,1.2666244999999998,53.125,797679.97,2492.74990625,,202.16715108
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,95,1,4,19451.742477,204.75518396842105,73.77774,88.42105263157895,77964.33,820.6771578947369,,22.493145000000002
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Fear,3533,1,6,17098.727055,4.839718951316161,0.0,43.504104160769884,5982611.5,1693.3516841211435,,1664.91466962
0x420ab45e0bd8863569a5efbb9c05d91f40624641,Greed,125,1,8,16102.56859,128.82054872,0.0,21.6,810078.52,6480.62816,,130.407593
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Fear,1554,1,7,14781.443047,9.511868112612612,0.0,45.10939510939511,5661783.44,3643.361287001287,,771.08185496
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Greed,267,1,2,11671.68,43.71415730337079,0.0,15.355805243445692,727783.42,2725.7805992509366,,81.227387
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Fear,6794,1,64,10435.095669,1.5359281231969386,0.0,43.27347659699735,3622817.7,533.2378127759788,,1137.5274581509
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Fear,182,1,3,8751.751449,48.08654642307692,0.0,26.923076923076923,559278.3,3072.9576923076925,,187.917346
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Greed,724,1,4,8695.357326,12.010162052486187,0.0,7.596685082872928,2125807.78,2936.1985911602205,,157.16795172
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Greed,191,1,10,7612.618288,39.856640251308896,0.0,41.361256544502616,532207.47,2786.4265445026176,,111.57987806
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Fear,572,1,13,6979.340871,12.20164487937063,0.0,26.923076923076923,509692.65,891.0710664335664,,120.6785519324
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Greed,3076,1,36,2606.8947559999997,0.8474950442132638,0.0,21.879063719115734,23499792.29,7639.724411573472,,4561.206114
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Neutral,80,1,20,215.754798,2.696934975,0.0,10.0,61379.82,767.24775,,37.383029
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Greed,54,1,3,11.717676000000012,0.21699400000000021,0.0,3.7037037037037033,50397.380000000005,933.2848148148149,,4.40687281
0x8170715b3b381dffb7062c0298972d4727a0a63b,Greed,15,1,1,0.0,0.0,0.0,0.0,34998.8,2333.2533333333336,,0.12958992
0x430f09841d65beb3f27765503d0f850b8bce7713,Extreme Greed,88,1,1,0.0,0.0,0.0,0.0,99995.52,1136.3127272727272,,253.10601
0x513b8629fe877bb581bf244e326a047b249c4ff1,Greed,223,1,1,0.0,0.0,0.0,0.0,727332.09,3261.5788789237668,,12.38025211
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Extreme Greed,27,1,4,-5564.01614,-206.07467185185183,0.0,33.33333333333333,82312.05,3048.5944444444444,,3.90258
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,730,1,1,-7919.471032000002,-10.848590454794524,0.0,30.684931506849317,4540452.9,6219.798493150685,,1589.158168
0x8477e447846c758f5a675856001ea72298fd9cb5,Neutral,3810,1,30,-9125.157325,-2.3950544160104985,0.0,32.54593175853018,2942740.7,772.3728871391077,,903.689727
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Neutral,39,1,4,-14505.50575,-371.9360448717949,0.0,0.0,307215.74,7877.326666666667,,138.24399527
0x39cef799f8b69da1995852eea189df24eb5cae3c,Fear,3445,1,11,-20526.462526,-5.958334550362845,0.0,31.93033381712627,16537484.2,4800.430827285922,,1319.00044032
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,1309,1,22,-25991.506339,-19.856001786860197,0.0,33.155080213903744,13339126.17,10190.317929717341,,4668.693244
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Fear,349,1,9,-59349.677108,-170.05638139828082,0.0,26.36103151862464,575346.58,1648.5575358166188,,56.28775486
0x083384f897ee0f19899168e3b1bec365f52a9012,Greed,462,1,2,-327505.900056,-708.8872295584415,0.0,2.5974025974025974,6842632.02,14810.891818181817,,1112.89565
